ID;soft d1;stiff d1;soft d3;stiff d3;soft d7;stiff d7;soft d14;stiff d14
ENSG00000225308;0;0;0;0;0;0;1;0
ENSG00000225383;0;0;0;1;0;1;1;1
ENSG00000225462;0;0;0;0;0;0;1;0
ENSG00000225511;1;1;0;1;0;1;0;1
ENSG00000225531;0;0;0;0;0;0;1;0
ENSG00000225697;1;1;0;1;0;0;0;0
ENSG00000226025;0;0;0;0;0;0;1;0
ENSG00000226251;0;0;0;0;1;0;0;0
ENSG00000226405;0;0;0;0;0;0;1;0
ENSG00000226443;0;1;0;0;0;0;0;0
ENSG00000226445;0;0;0;1;0;0;0;0
ENSG00000226482;0;0;0;0;0;0;1;0
ENSG00000226549;0;0;0;0;1;1;1;1
ENSG00000226592;0;0;1;0;0;0;0;0
ENSG00000226604;1;1;0;0;0;0;0;0
ENSG00000226650;1;1;1;1;1;1;1;0
ENSG00000226674;0;1;0;0;0;0;0;0
ENSG00000227176;0;0;0;0;0;0;1;0
ENSG00000227232;1;1;0;0;0;0;0;0
ENSG00000227407;0;1;0;0;0;0;0;0
ENSG00000227471;0;0;0;0;1;0;1;1
ENSG00000227496;0;0;1;0;1;0;0;0
ENSG00000227502;0;1;1;1;1;0;1;1
ENSG00000227517;0;1;1;1;1;0;1;0
ENSG00000227591;0;0;0;0;1;0;1;0
ENSG00000227619;1;1;1;1;1;1;1;1
ENSG00000228118;0;0;0;1;0;0;0;0
ENSG00000228201;0;1;0;0;0;0;0;0
ENSG00000228203;1;1;0;1;0;0;0;0
ENSG00000228212;0;0;0;0;0;0;0;1
ENSG00000228214;0;0;0;0;1;0;1;0
ENSG00000228474;0;1;0;0;0;0;0;0
ENSG00000229400;0;1;0;0;1;0;1;0
ENSG00000229593;0;0;0;0;0;0;1;0
ENSG00000229619;0;1;0;0;0;0;0;0
ENSG00000229644;0;0;0;1;0;0;1;1
ENSG00000229880;1;0;0;0;0;0;0;0
ENSG00000229991;0;0;0;0;0;0;1;1
ENSG00000230043;0;0;0;0;0;1;0;0
ENSG00000230069;1;1;0;0;0;0;0;0
ENSG00000230076;0;0;0;0;0;0;0;1
ENSG00000230079;1;1;0;0;0;0;0;0
ENSG00000230333;0;1;0;0;0;0;0;0
ENSG00000230532;0;0;0;0;1;0;0;0
ENSG00000230658;0;0;0;0;0;0;0;1
ENSG00000230836;0;1;0;0;0;0;0;0
ENSG00000231007;0;1;0;0;1;0;0;1
ENSG00000231194;0;1;0;0;0;0;1;0
ENSG00000231231;0;0;0;1;0;0;0;1
ENSG00000231305;0;0;0;1;0;0;0;0
ENSG00000231434;0;0;0;0;0;0;0;1
ENSG00000231607;1;0;0;0;0;0;0;0
ENSG00000231611;0;0;0;0;0;1;0;0
ENSG00000231672;1;0;0;0;0;0;0;0
ENSG00000231880;1;1;0;0;0;0;0;0
ENSG00000232070;1;1;0;0;0;0;0;0
ENSG00000232387;1;1;0;1;0;0;0;0
ENSG00000232486;0;1;0;0;0;0;0;0
ENSG00000232679;1;1;0;0;1;0;0;0
ENSG00000232759;0;0;0;1;0;1;1;1
ENSG00000232882;1;1;0;0;0;0;0;0
ENSG00000232940;0;1;0;0;0;0;0;0
ENSG00000232949;0;0;0;0;0;0;1;0
ENSG00000233101;0;0;0;0;0;0;1;0
ENSG00000233308;0;0;0;0;1;1;1;1
ENSG00000233382;0;0;1;0;0;0;0;0
ENSG00000233452;0;0;1;0;1;1;1;0
ENSG00000233461;0;0;0;1;0;1;0;0
ENSG00000233491;0;0;0;1;0;0;1;0
ENSG00000233585;0;0;0;0;0;0;1;0
ENSG00000233929;1;1;1;1;1;1;1;1
ENSG00000234115;0;0;0;0;0;0;1;0
ENSG00000234362;0;0;0;0;0;0;1;0
ENSG00000234771;1;1;0;1;0;0;0;0
ENSG00000234810;0;1;0;0;0;0;0;0
ENSG00000234964;0;0;0;0;1;0;1;0
ENSG00000235162;0;0;1;1;1;0;1;1
ENSG00000235884;0;0;0;0;0;0;1;0
ENSG00000236024;1;1;0;0;0;0;0;0
ENSG00000236136;0;1;1;0;1;1;0;1
ENSG00000236333;0;0;0;0;1;0;1;0
ENSG00000236423;0;1;0;1;0;0;0;0
ENSG00000236453;0;0;0;0;0;1;1;0
ENSG00000236537;1;0;0;0;0;0;0;0
ENSG00000236683;0;0;1;0;0;0;0;0
ENSG00000236710;0;1;0;0;0;0;0;0
ENSG00000236714;0;0;0;0;0;0;1;0
ENSG00000236778;0;1;0;0;0;0;0;0
ENSG00000236882;0;0;0;0;1;0;1;0
ENSG00000236893;0;0;0;0;0;0;1;0
ENSG00000236901;0;0;0;0;1;0;1;0
ENSG00000237289;0;0;0;0;0;0;1;0
ENSG00000237424;1;1;1;0;0;0;0;0
ENSG00000237575;0;1;0;0;0;0;0;0
ENSG00000237649;1;1;0;1;1;0;1;1
ENSG00000237697;0;1;0;1;0;1;0;0
ENSG00000237807;0;1;0;1;0;0;0;0
ENSG00000237927;0;1;0;0;0;0;0;0
ENSG00000237939;0;0;0;0;1;0;1;0
ENSG00000238042;1;1;0;0;0;0;0;0
ENSG00000238045;0;1;1;0;0;0;0;0
ENSG00000238534;0;1;0;0;0;0;0;0
ENSG00000239264;0;1;0;0;0;0;0;0
ENSG00000239332;0;1;1;0;1;0;0;0
ENSG00000239470;0;1;0;0;0;0;0;0
ENSG00000239672;0;1;0;0;0;0;0;0
ENSG00000239763;0;1;0;0;0;0;0;0
ENSG00000240024;1;1;0;1;0;0;0;0
ENSG00000240038;0;0;0;0;0;0;1;1
ENSG00000240065;0;0;0;0;0;1;0;1
ENSG00000240244;0;1;0;0;0;0;0;0
ENSG00000240445;1;1;0;0;0;0;0;0
ENSG00000240476;0;0;0;0;1;0;0;1
ENSG00000240694;1;1;0;0;0;0;0;0
ENSG00000240764;0;0;0;0;0;0;1;0
ENSG00000241399;0;0;0;0;0;1;1;0
ENSG00000241956;1;1;0;1;0;0;1;0
ENSG00000241990;0;0;0;0;0;0;0;1
ENSG00000242147;0;0;0;1;1;0;1;1
ENSG00000242574;0;0;0;0;0;1;0;0
ENSG00000242670;0;1;0;0;0;0;0;0
ENSG00000242759;0;1;0;0;1;0;1;0
ENSG00000242951;0;0;0;0;0;0;1;1
ENSG00000243244;0;0;0;0;0;0;1;0
ENSG00000243854;0;1;0;0;0;0;0;0
ENSG00000243989;0;0;0;0;0;0;0;1
ENSG00000244879;0;0;0;1;0;0;0;0
ENSG00000245293;0;0;0;0;0;0;1;0
ENSG00000245468;0;0;0;0;0;0;1;0
ENSG00000245552;0;0;0;0;0;1;0;0
ENSG00000245812;0;0;0;0;1;0;0;0
ENSG00000245848;0;0;0;0;1;0;1;0
ENSG00000246339;0;0;0;1;1;0;0;0
ENSG00000246430;1;1;0;0;0;0;0;0
ENSG00000246560;0;0;0;0;1;0;0;0
ENSG00000246877;0;1;0;0;0;0;0;0
ENSG00000247270;0;1;0;0;0;0;0;0
ENSG00000247626;1;1;0;1;0;0;0;0
ENSG00000247679;0;1;0;0;0;0;0;0
ENSG00000248476;0;1;0;0;0;0;0;0
ENSG00000248590;0;0;0;1;1;0;0;0
ENSG00000248698;1;1;1;1;1;1;1;1
ENSG00000248869;0;0;1;1;1;0;1;0
ENSG00000248890;0;0;0;1;0;0;0;0
ENSG00000248905;0;0;0;0;0;0;1;0
ENSG00000249115;1;0;0;0;0;0;0;0
ENSG00000249242;0;0;0;0;1;1;1;1
ENSG00000249256;0;1;0;0;0;0;0;0
ENSG00000249459;1;1;0;0;0;0;0;0
ENSG00000249476;0;0;0;0;0;0;1;0
ENSG00000249669;1;1;0;0;0;0;0;0
ENSG00000249825;1;0;0;0;0;0;0;0
ENSG00000250240;0;0;0;0;1;0;1;0
ENSG00000250337;0;0;0;0;1;1;1;1
ENSG00000250479;0;0;0;0;1;0;0;0
ENSG00000250510;0;0;0;0;0;0;0;1
ENSG00000250548;0;0;0;0;1;0;0;0
ENSG00000250802;0;0;0;0;1;0;1;1
ENSG00000250899;0;0;0;0;0;1;0;0
ENSG00000250927;0;1;1;1;0;0;0;0
ENSG00000250934;0;0;0;0;1;0;0;0
ENSG00000251194;0;1;0;0;0;0;0;0
ENSG00000253161;0;0;0;1;1;0;1;0
ENSG00000253368;0;0;1;0;1;1;1;1
ENSG00000253661;0;1;0;0;0;0;0;0
ENSG00000253746;0;0;1;0;0;0;1;0
ENSG00000253837;0;0;1;0;0;0;0;0
ENSG00000253864;1;1;0;0;0;0;0;0
ENSG00000253948;0;0;0;0;0;1;0;0
ENSG00000254211;0;0;0;0;0;0;1;0
ENSG00000254295;0;1;0;0;0;0;0;0
ENSG00000254300;0;1;1;1;1;0;1;0
ENSG00000254343;0;1;0;1;0;0;0;0
ENSG00000254560;0;0;1;1;0;0;1;0
ENSG00000254965;0;0;0;0;0;0;1;0
ENSG00000255103;0;1;0;0;0;0;0;0
ENSG00000255112;0;1;0;0;0;0;0;0
ENSG00000255353;0;0;0;0;1;1;1;1
ENSG00000255364;1;1;1;1;1;1;0;1
ENSG00000255398;0;0;0;0;1;0;1;0
ENSG00000255471;0;0;0;0;1;0;1;0
ENSG00000255587;0;1;0;0;0;0;0;0
ENSG00000256268;0;0;0;1;0;0;0;0
ENSG00000256663;1;0;0;1;1;0;1;1
ENSG00000256802;0;0;1;0;1;0;1;0
ENSG00000256940;0;0;0;0;0;1;1;0
ENSG00000257017;0;0;1;0;1;1;1;1
ENSG00000257335;1;1;1;1;0;1;1;1
ENSG00000257354;0;0;0;0;0;0;0;1
ENSG00000257698;0;1;0;0;0;0;0;0
ENSG00000257743;1;1;0;0;0;0;0;0
ENSG00000258017;1;1;0;1;0;0;0;0
ENSG00000258445;1;1;0;0;1;0;0;1
ENSG00000258498;0;0;0;0;0;1;1;0
ENSG00000258603;0;0;0;0;0;0;1;0
ENSG00000258643;1;1;0;0;0;1;0;0
ENSG00000258655;0;0;0;0;0;0;1;0
ENSG00000258708;0;0;0;0;0;0;1;0
ENSG00000258759;0;0;0;0;0;0;0;1
ENSG00000258947;0;0;0;0;1;0;1;0
ENSG00000259340;0;1;0;1;0;1;0;1
ENSG00000259358;0;1;1;0;1;1;1;0
ENSG00000259659;0;0;0;0;0;0;1;0
ENSG00000259807;0;0;1;1;1;1;1;1
ENSG00000259895;0;1;0;0;0;0;0;0
ENSG00000260025;0;1;1;1;0;0;0;0
ENSG00000260105;0;0;0;0;0;0;1;0
ENSG00000260196;0;1;0;0;0;0;0;0
ENSG00000260231;0;1;0;0;0;0;0;0
ENSG00000260248;1;1;1;1;1;0;0;1
ENSG00000260317;1;1;0;0;0;0;0;0
ENSG00000260456;0;0;0;0;1;0;0;0
ENSG00000260563;0;1;0;1;0;1;1;0
ENSG00000260743;0;1;0;0;0;0;0;0
ENSG00000260751;0;0;0;0;0;0;0;1
ENSG00000260793;0;1;0;0;0;0;0;0
ENSG00000260806;0;1;0;0;0;0;0;0
ENSG00000260912;0;1;1;1;1;0;1;1
ENSG00000260941;1;1;0;1;1;0;0;0
ENSG00000260944;0;0;0;0;0;0;1;0
ENSG00000260977;1;1;0;0;1;0;0;0
ENSG00000261026;0;0;0;0;0;0;0;1
ENSG00000261051;0;0;0;0;1;0;1;0
ENSG00000261088;0;0;0;0;0;0;1;0
ENSG00000261115;0;0;0;0;0;0;1;1
ENSG00000261220;0;0;0;0;0;0;1;0
ENSG00000261324;0;1;0;0;0;0;0;0
ENSG00000261468;0;0;1;0;0;0;0;0
ENSG00000261485;0;1;1;0;0;0;0;0
ENSG00000261553;1;1;1;1;1;0;1;1
ENSG00000261556;1;1;0;0;0;0;0;0
ENSG00000261578;1;1;0;0;0;0;0;0
ENSG00000261701;0;0;0;0;1;0;1;0
ENSG00000262580;1;1;0;1;0;0;0;0
ENSG00000262585;0;1;0;0;0;0;0;0
ENSG00000263050;1;0;1;1;1;0;0;0
ENSG00000263916;0;0;0;0;0;1;0;0
ENSG00000264179;0;1;0;0;0;0;0;0
ENSG00000264301;0;0;0;0;0;0;1;1
ENSG00000264868;0;1;0;0;0;0;0;0
ENSG00000265273;0;0;0;0;1;1;1;1
ENSG00000265787;0;0;0;0;1;0;0;0
ENSG00000266835;0;0;0;0;0;0;1;0
ENSG00000266865;0;0;0;0;0;0;1;0
ENSG00000266899;0;0;0;0;0;0;1;0
ENSG00000267009;0;0;0;1;0;0;0;0
ENSG00000267253;0;0;0;0;0;0;1;0
ENSG00000267279;0;0;0;1;0;0;0;0
ENSG00000267365;0;1;0;0;0;0;0;0
ENSG00000267473;0;0;0;0;0;0;1;1
ENSG00000267519;0;0;0;0;0;0;1;0
ENSG00000267534;0;0;0;0;0;1;0;0
ENSG00000267577;0;0;0;1;1;1;1;1
ENSG00000267653;0;0;0;0;1;1;1;1
ENSG00000267742;0;0;0;0;0;0;1;0
ENSG00000267759;0;0;0;1;1;0;0;0
ENSG00000267904;0;1;0;0;0;0;0;0
ENSG00000268030;0;1;0;0;0;0;0;0
ENSG00000268941;0;1;0;0;0;0;0;0
ENSG00000269113;1;1;0;1;0;0;0;1
ENSG00000269386;0;0;0;0;0;0;0;1
ENSG00000269399;0;1;0;0;0;0;0;0
ENSG00000269783;1;0;0;0;0;0;0;0
ENSG00000269927;0;1;0;0;0;0;0;0
ENSG00000269929;0;0;1;1;0;1;1;1
ENSG00000269936;1;1;0;0;0;0;0;0
ENSG00000269982;0;0;0;1;0;0;0;0
ENSG00000269988;0;1;0;0;0;0;0;0
ENSG00000269997;0;0;0;0;0;1;0;0
ENSG00000270143;1;0;0;0;0;0;0;0
ENSG00000270145;0;0;0;0;0;0;0;1
ENSG00000270393;1;1;0;0;0;0;0;0
ENSG00000270558;0;1;0;0;0;0;0;0
ENSG00000270975;0;0;0;0;0;1;0;0
ENSG00000271216;1;0;0;0;0;0;0;0
ENSG00000271239;0;0;0;0;0;0;1;0
ENSG00000271584;0;1;0;0;0;0;0;0
ENSG00000271738;0;0;0;0;1;0;1;1
ENSG00000271824;0;1;0;0;1;0;0;1
ENSG00000271858;0;1;0;0;0;0;0;0
ENSG00000271862;0;0;0;0;0;1;0;0
ENSG00000271912;0;1;0;0;0;0;0;0
ENSG00000271992;0;1;0;0;0;0;0;0
ENSG00000272217;0;1;0;0;0;0;0;0
ENSG00000272327;1;1;1;1;1;1;1;1
ENSG00000272365;0;0;1;1;0;0;0;0
ENSG00000272434;0;1;0;0;0;0;0;0
ENSG00000272455;0;1;0;0;0;0;0;0
ENSG00000272622;0;1;0;0;0;0;0;0
ENSG00000272631;0;1;0;0;0;0;0;0
ENSG00000272692;0;0;0;0;1;0;0;0
ENSG00000272720;0;1;0;0;0;0;0;0
ENSG00000272758;0;0;0;0;0;0;0;1
ENSG00000272761;1;1;1;1;1;1;1;1
ENSG00000272796;1;1;0;0;0;0;0;0
ENSG00000273081;0;0;1;0;0;0;0;0
ENSG00000273193;0;0;0;0;0;0;1;0
ENSG00000273271;0;0;0;0;0;1;1;0
ENSG00000273350;1;0;0;0;0;0;0;0
ENSG00000273486;0;0;0;0;0;0;1;0
